"2020-02-24 17:06:03 INFO  c.e.c.Application:55 restartedMain - Starting Application on LAPTOP-CFDNRV5J with PID 8504 (C:\Users\melki\eclipse-workspace\Cdek\target\classes started by melki in C:\Users\melki\eclipse-workspace\Cdek)
""2020-02-24 17:06:36 INFO  o.s.s.c.ThreadPoolTaskExecutor:208 RMI TCP Connection(3)-127.0.0.1 - Shutting down ExecutorService 'applicationTaskExecutor'
""2020-02-24 17:06:36 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean:598 RMI TCP Connection(3)-127.0.0.1 - Closing JPA EntityManagerFactory for persistence unit 'default'
""2020-02-24 17:06:36 INFO  c.z.h.HikariDataSource:350 RMI TCP Connection(3)-127.0.0.1 - HikariPool-1 - Shutdown initiated...
""2020-02-24 17:06:36 INFO  c.z.h.HikariDataSource:352 RMI TCP Connection(3)-127.0.0.1 - HikariPool-1 - Shutdown completed.
""2020-02-24 17:13:57 INFO  c.e.c.Application:55 restartedMain - Starting Application on LAPTOP-CFDNRV5J with PID 11332 (C:\Users\melki\eclipse-workspace\Cdek\target\classes started by melki in C:\Users\melki\eclipse-workspace\Cdek)
""2020-02-24 17:13:57 INFO  c.e.c.Application:651 restartedMain - No active profile set, falling back to default profiles: default
""2020-02-24 17:13:58 INFO  o.s.b.d.r.ChangeableUrls:225 restartedMain - The Class-Path manifest attribute in C:\Users\melki\.m2\repository\org\glassfish\jaxb\jaxb-runtime\2.3.2\jaxb-runtime-2.3.2.jar referenced one or more files that do not exist: file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.xml.bind-api-2.3.2.jar,file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/txw2-2.3.2.jar,file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/istack-commons-runtime-3.0.8.jar,file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/stax-ex-1.8.1.jar,file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/FastInfoset-1.2.16.jar,file:/C:/Users/melki/.m2/repository/org/glassfish/jaxb/jaxb-runtime/2.3.2/jakarta.activation-api-1.2.1.jar
""2020-02-24 17:13:58 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 restartedMain - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
""2020-02-24 17:13:58 INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor:225 restartedMain - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
""2020-02-24 17:13:58 INFO  o.s.d.r.c.RepositoryConfigurationDelegate:127 restartedMain - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
